lake_id,Lake,Canton,Elevation,Area,is_lake_link,link,latlng,with_geojson,description,lake_type,max_length,max_width,max_depth,water_volume,Region,Date,Altitude,pH,Conductivity,Temperature,O2
48,Lac des Dix,Valais,2365,399.93,TRUE,https://en.wikipedia.org///wiki/Lac_des_Dix,"[46.0575281, 7.393904699999998]",TRUE,"The Grande Dixence Dam is a concrete gravity dam on the Dixence at the head of the Val d'Hérémence in the canton of Valais in Switzerland. At 285 m (935 ft) high, it is the tallest gravity dam in the world, fifth tallest dam overall, and the tallest dam in Europe. It is part of the Cleuson-Dixence Complex. With the primary purpose of hydroelectric power generation, the dam fuels four power stations, totaling the installed capacity to 2,069 MW, generating approximately 2,000 GWh annually, enough to power 400,000 Swiss households.The dam withholds Lac des Dix (Lake Dix), its reservoir. With a surface area of 4 km², it is the second largest lake in Valais and the largest lake above 2,000 m in the Alps. The reservoir receives its water from four different pumping stations; the Z’Mutt, Stafel, Ferpècle and Arolla. At peak capacity, it contains approximately 400,000,000 m3 (1.4×1010 cu ft) of water, with depths reaching up to 284 m (932 ft). Construction on the dam began in 1950 and was completed in 1961, before officially commissioning in 1965.In 1922, Energie Ouest Suisse (EOS) became established with a few small power stations. To generate substantial amounts of electricity, EOS looked to the Valais canton which contains 56% of Switzerland's glaciers and stores the largest amount of water in Europe. In 1927, EOS acquired the license for the upper Dixence basin. In 1929, 1,200 workers constructed the first Dixence dam which would be complete in 1935. The first dam would supply water to the Chandoline Power Station which has a capacity of 120 MW.After the Second World War, growing industries needed electricity and construction on the Cleuson Dam began in 1947 and was completed in 1951. The original Dixence dam was submerged by the filling of Lac des Dix beginning in 1957, it can still be seen when the reservoir level is low.Plans for the Super Dixence Dam were now being finalized by the recently founded company, Grande Dixence SA. Construction on the Super Dixence Dam soon began later in 1950. By 1961, 3,000 workers had finished pouring 6,000,000 m3 (210,000,000 cu ft) of concrete, completing the dam. At 285 m, it was the world's tallest dam at the time, but it was surpassed by the Nurek Dam of Tajikistan in 1972 (300 m). It remains the world's tallest gravity dam.In the 1980s, Grande Dixence SA and EOS began the Cleuson-Dixence project which improved the quality of electricity produced by building new tunnels along with the Bieudron Power Station. By the time the Cleuson-Dixence Complex was complete, the power generated had more than doubled.The construction of the dam was documented in the short film Opération béton, the first film directed by Jean-Luc Godard.The Grande Dixence Dam is a 285 m (935 ft) high, 700 m (2,297 ft) long concrete gravity dam. The dam is 200 m (656 ft) wide at its base and 15 m (49 ft) wide at its crest. The dam's crest reaches an altitude of 2,365 m (7,759 ft). The dam structure contains approximately 6,000,000 m3 (211,888,000 cu ft) of concrete. To secure the dam to the surrounding foundation, a grout curtain surrounds the dam, reaching a depth of 200 m (656 ft) and extending 100 m (328 ft) on each side of the valley.Although the dam is situated on the relatively small Dixence, water supplied from other rivers and streams is pumped by the Z’Mutt, Stafel, Ferpècle and Arolla pumping stations. The pumping stations transport the water through 100 km (62 mi) of tunnels into its reservoir, Lac des Dix. Water from the 87 m (285 ft) high Cleuson Dam, located 7 km (4 mi) to the northwest, is also transported from its reservoir, the Lac de Cleuson. Three penstocks transport water from Lac des Dix to the Chandoline, Fionnay, Nendaz and Bieudron power stations, before being discharged into the Rhône below. All the pumping stations, power stations and dams form the Cleuson-Dixence Complex. Although the complex operates with water being pumped from one reservoir to another, it does not technically qualify as a pumped-storage scheme.Most of the water comes from glaciers when they melt during the summer. The lake is usually at full capacity by late September, and empties during the winter, eventually reaching its lowest point around April.The Chandoline Power Station was the power station for the original Dixence Dam. The Grande Dixence Dam submerged the original dam but the power station still operates with water received from the reservoir of the Grande Dixence Dam, Lac des Dix. The power station is the smallest of the four, producing 120 MW from five Pelton turbines with a gross head of 1,748 m (5,735 ft).The Fionnay Power Station receives water from the Grande Dixence Dam by a 9 km (6 mi) long tunnel with an average gradient of 10%. Once the tunnel reaches a surge chamber at Louvie in Bagnes, it turns into a penstock which descends at a gradient of 73% for 800 m (2,625 ft) until it reaches the power station. The water, now flowing at a maximum rate of 45 m3/s (1,589 cu ft/s) spins six Pelton turbines, generating a combined maximum capacity of 290 MW.After arriving at the Fionnay Power Station from the Grande Dixence Dam, water then travels through a 16 km (10 mi) pressure tunnel which eventually leads into the Péroua surge chamber, 1,000 m (3,281 ft) above the Nendaz Power Station. The water, which remains at a maximum rate of 45 m3/s (1,589 cu ft/s) spins six Pelton turbines, generating a combined maximum capacity of 390 MW.The Nendaz power station is located within mountains between Aproz and Riddes and is the second-largest hydroelectric power station in Switzerland after the Bieudron Power Station.The water travels down a long penstock from the Grande Dixence Dam before reaching the Bieudron Power Station 1,883 m (6,178 ft) down. The water spins three pelton turbines, generating a combined capacity of 1,269 MW. The power station was constructed after the Nendaz and Fionnay power stations. The power station was built by both Grande Dixence SA and Energie Ouest Suisse between 1993 and 1998 at a cost of US$1.2 billion.The Bieudron Power Station alone holds three world records, for the height of its head (1,883 m (6,178 ft)), the output of each Pelton turbine (3 × 423 MW) and the output per pole of the generators (35.7 MVA). It was taken out of service in December 2000 after the rupture of a penstock. The power station became partially operational in December 2009 and fully operational in 2010.",Gravity dam,,,,,,,,,,,
51,Oberer Märetschisee,Valais,2361,4.24,FALSE,,"[46.255252, 7.650198]",TRUE,,,,,,,,,,,,,
52,Illsee,Valais,2360,20.89,TRUE,https://en.wikipedia.org///wiki/Illsee,"[46.2574901, 7.631272]",TRUE,"Illsee is a natural lake used as a reservoir above Sierre, in the Valais, Switzerland. Its surface area is 0.21 km2 (0.081 sq mi).","natural lake, reservoir",0.2 km (0.12 mi),,64 m (210 ft),"6.6 million cubic metres (5,400 acre⋅ft)",,,,,,,
53,Märjelen-Stausee,Valais,2360,6.32,TRUE,https://en.wikipedia.org///wiki/M%C3%A4rjelen-Stausee,"[46.4408333, 8.0919444]",TRUE,"The Vordersee (also named Märjelen-Stausee) is a reservoir located east of the Aletsch Glacier, between the Strahlhorn and the Eggishorn, in the Swiss canton of Valais. The lake has a surface area of 0.062 km² and is located at 2,360 metres above sea level. It is located in the municipality of Fieschertal.",,,,,,,,,,,,
60,Unterer Märetschisee,Valais,2307,4.33,FALSE,,"[46.257853, 7.654527]",TRUE,,,,,,,,,,,,,
63,Lämmerensee,Valais,2296,6.74,TRUE,https://en.wikipedia.org///wiki/L%C3%A4mmerensee,"[46.4017902, 7.5870396]",TRUE,"Lämmerensee is a lake on Lämmerenalp in the municipality of Leukerbad in the canton of Valais, Switzerland. Its surface area is 6.7 ha. At an elevation of 2296 m, it is located below Lämmerengrat.",artificial lake,,,,,,,,,,,
70,Lac de Moiry,Valais,2249,130.96,TRUE,https://en.wikipedia.org///wiki/Lac_de_Moiry,"[46.1275421, 7.5699112]",TRUE,"Lac de Moiry is a reservoir in the municipality of Grimentz, Switzerland. The lake has a surface area of 1.40 km² and an elevation of 2,249 m. The maximum depth is 120 m.The dam is 148 m high and was completed in 1958.",,,,120 m (390 ft),"78 million cubic metres (63,000 acre⋅ft)",,,,,,,
73,Lac de Louvie,Valais,2214,11.39,TRUE,https://en.wikipedia.org///wiki/Lac_de_Louvie,"[46.0492676, 7.3082785]",TRUE,"Lac de Louvie is a lake above Fionnay in the canton of Valais, Switzerland.The Lac de Louvie is paradise for all nature lovers such as trail runners and hikers. It is Situated at 2,213 metres above sea level and it’s a 2 hour walk from Fionnay.",,,,,,,,,,,,
74,Daubensee,Valais,2205,63.83,TRUE,https://en.wikipedia.org///wiki/Daubensee,"[46.4111848, 7.618825600000001]",TRUE,"Daubensee is a lake at Gemmi Pass in Valais, Switzerland. It is the site of the annual Shepherd Festival held on the last Sunday in July. It has a surface area of 69 ha (170 acres).",,,,,,,,,,,,
75,Lac du Vieux Emosson,Valais,2205,54.56,TRUE,https://en.wikipedia.org///wiki/Lac_du_Vieux_Emosson,"[46.0622754, 6.8908267]",TRUE,"Lac du Vieux Émosson is a reservoir in Valais, Switzerland, in the municipality of Finhaut at an elevation of 2205 m. The lake drains into the reservoir Lac d'Émosson, 300 m below.The arch dam Vieux Émosson was completed in 1955. Efforts to raise the dam 20 m (66 ft) began in 2013 and should be completed in the 2015. It will form the upper reservoir for the 900 MW Nant de Drance Hydropower Plant which is expected to be operational beginning in 2018.",,1.5 km (0.93 mi),,42 m (138 ft),"13.8 million cubic metres (11,200 acre⋅ft)",,,,,,,
76,Mattmarksee,Valais,2197,174.14,TRUE,https://en.wikipedia.org///wiki/Mattmarksee,"[46.0359813, 7.9605751]",FALSE,"Mattmark dam is a reservoir in the Saas Valley of the Canton of Valais, Switzerland. The Mattmark dam was built from 1960–1965. The lake's surface area is 1.76 km2 (0.68 sq mi).The lake lies at a height of 2,197 metres above sea level, between the massifs of the Rimpfischhorn and Stellihorn. The highest peak visible from the lake is the Strahlhorn (4,190 m).",reservoir,3.2 km (2.0 mi),,93 m (305 ft),"10.5 million cubic metres (8,500 acre⋅ft)",,,,,,,
78,Lac de Cleuson,Valais,2186,47.89,TRUE,https://en.wikipedia.org///wiki/Lac_de_Cleuson,"[46.1070335, 7.323273700000001]",TRUE,"Lac de Cleuson is a reservoir in the municipality of Nendaz, Valais, Switzerland. Its surface area is 0.51 km2 (0.20 sq mi). Water from the reservoir is often pumped into the Grande Dixence Dam's reservoir, Lac des Dix, for use in hydroelectricity production.",reservoir,1.4 km (0.87 mi),,76 m (249 ft),"20 million cubic metres (16,000 acre⋅ft)",,,,,,,
79,Turtmannsee,Valais,2177,9.84,TRUE,https://en.wikipedia.org///wiki/Turtmannsee,"[46.168919, 7.693373]",TRUE,"The Turtmannsee is a reservoir located south of Gruben/Meiden at the foot of the Turtmann Glacier, in the Swiss canton of Valais. The lake has a surface area of 0.092 km² and is located at 2,177 metres above sea level. It is split between the municipalities of Oberems (west) and Turtmann-Unterems (east). Just above the Turtmannsee lies a smaller reservoir.",,,,,,,,,,,,
80,Tschawinersee,Valais,2174,6.45,TRUE,https://en.wikipedia.org///wiki/Tschawinersee,"[46.1470046, 8.1372517]",TRUE,"Tschawinersee is a lake in the canton of Valais, Switzerland. Located at an elevation of 2174 m, its surface area is 6.2 ha.",,,,,,,,,,,,
83,Totensee,Valais,2160,19.35,TRUE,https://en.wikipedia.org///wiki/Totensee,"[46.56113939999999, 8.341266]",FALSE,"Totesee (Germanized: Totensee) is a small natural lake (18 ha or 44 acres) at the Grimsel Pass in Switzerland. The lake lies immediately to the south of the natural watershed and cantonal boundary at the pass. It is therefore in the canton of Valais, and it would naturally drain into the river Rhône in the valley below. However a dam has been constructed to enable its use as a reservoir, increasing its size and raising its level by 16 metres (52 ft). As part of this work, an aqueduct supplies water to the Grimselsee, which drains into the river Aare and thus forms part of the Rhine catchment.In November 2006, the lake's entire trout population died, possibly due to algae.The name Totensee (also: Lake Toten, literally ""Lake of the Dead"") is said to be derived from soldiers of Duke Berchtold V of Zähringen driven into the lake by the people of Valais after the Battle of Ulrichen in 1211.","natural lake, reservoir",,,34 m (112 ft),"2.5 million cubic metres (2,000 acre⋅ft)",,,,,,,
88,Lac de Fully,Valais,2128,20.39,TRUE,https://en.wikipedia.org///wiki/Lac_de_Fully,"[46.179116, 7.094509299999999]",FALSE,"Lac de Fully (or Lac supérieur de Fully) is a reservoir in the canton of Valais, Switzerland. The lake's surface area is 21 ha (52 acres).","natural lake, reservoir",,,,,,,,,,,
92,Chummibort,Valais,2097,4.81,FALSE,,"[46.323384, 8.165995]",FALSE,,,,,,,,,,,,,
98,Lac de Sanetsch,Valais,2024,28.42,TRUE,https://en.wikipedia.org///wiki/Lac_de_Sanetsch,"[46.35749999999999, 7.295556]",FALSE,"Lac de Sanetsch (also Lac de Sénin, German: Sanetsch See) is a reservoir below Sanetsch Pass in Valais, Switzerland. Its surface area is 29 ha (72 acres). The Sanetsch dam was built in 1965. The gravity dam has a height of 42 metres (138 ft).",reservoir,,,,,,,,,,,
100,Bettmersee,Valais,2009,6.1,TRUE,https://en.wikipedia.org///wiki/Bettmersee,"[46.3940187, 8.061035799999999]",TRUE,"Bettmersee is a lake above Bettmeralp in the canton of Valais, Switzerland. Its surface area of 5.5 hectares (14 acres) is located at an elevation of 2,006 metres (6,581 ft).",artificial lake,,,,,,,,,,,
103,Lac de Mauvoisin,Valais,1961,225.57,TRUE,https://en.wikipedia.org///wiki/Lac_de_Mauvoisin,"[45.9792839, 7.3536334]",TRUE,"Lac de Mauvoisin is a reservoir in the canton of Valais, Switzerland. The reservoir is formed by the Mauvoisin Dam, which is 250 metres (820 ft) high. The dam is currently the 11th highest in the world, and the 6th highest arch dam. It was built in 1951–1957, and raised by 13.5 metres (44 ft) in 1991.The reservoir lies in the upper Val de Bagnes, between the massif of the Grand Combin, one of the highest mountains of the Alps, and La Ruinette. The highest peak visible from the lake is the Combin de la Tsessette (4,135 metres (13,566 ft)).Mauvoisin Dam, with Mont Blanc de Cheilon in the backgroundDranse de Bagnes, a stream flowing from the Mauvoisin lake",reservoir,4.9 km (3.0 mi),,180 m (590 ft),,,,,,,,
110,Lac d'Emosson,Valais,1930,321.44,TRUE,https://en.wikipedia.org///wiki/Lac_d%27Emosson,"[46.0831928, 6.9141892]",TRUE,"The Lac d'Émosson (Lake Émosson) is a reservoir in the canton of Valais, Switzerland. It is located in the municipalities of Salvan and Finhaut.  The closest small city in Switzerland is Martigny.  The lake has a surface area of 3.27 km² and an elevation of 1,930 m. The maximum depth is 161 m. The purpose of the Émosson Dam is hydroelectric power generation. Water from the reservoir first powers the 189 MW Vallorcine Power Station downstream and just over the border in Vallorcine, France. Water is then sent through a headrace tunnel to the 162 MW La Bâtiaz Power Station, 12 km (7 mi) to the east in Martigny, Switzerland. The drop between the dam and La Bâtiaz Power Station is 1,400 m (4,593 ft).The first dam of Émosson (also known as Barberine Dam) was built in 1925. The current dam with a height of 180 m was constructed between 1969 and August 1973 and floods the old dam. The reservoir was fully impounded on 10 September 1975, it increased the reservoir's volume from 40 million m³ to 227 million m³. The old dam can still be seen when the water level in the Lac d'Émosson is very low.The lake will serve as the lower reservoir for the 900 MW Nant de Drance Hydropower Plant which is expected to be operational beginning in 2018.In 1955, another dam was built 300m higher above the now existing lake. This lake is now known as the Lac du Vieux Émosson.The dam can be reached by road or by a funicular-train-funicular trip. The Châtelard funicular railway is the first used from the valley bottom, it is the steepest 2-cabin funicular railway in the world with a gradient of 87 percent.Construction of the new Émosson dam, 1971Detail of the arch damLac d’Émosson, viewed from Col du PassetMinifunic du Châtelard VSThe old gravity dam is visible when the water level is low",reservoir,,,161 m (528 ft),"227 million cubic metres (184,000 acre⋅ft)",,,,,,,
111,Lac de Salanfe,Valais,1925,179.56,TRUE,https://en.wikipedia.org///wiki/Lac_de_Salanfe,"[46.1410515, 6.9567844]",TRUE,"Lac de Salanfe is a lake in the municipality of Evionnaz, Valais, Switzerland. The reservoir is located at an elevation of 1925 m. Its surface area is 1.62 km2 (0.63 sq mi).It can be reached by 6.5 km-long footpath from Vernayaz.The dam Salanfe was completed in 1952.Different major walking trails cross in Salanfe. The two biggest are 'Le tour des Dents du Midi' and the Via Alpina. Many hikers stay the night at the refuge situated next to the lake. Media related to Lac de Salanfe at Wikimedia Commons",,2 km (1.2 mi),,48 m (157 ft),,Evionnaz,19.10.21,1925,"8,28",177,"8,8","9,59"
135,Lac des Toules,Valais,1810,59.92,TRUE,https://en.wikipedia.org///wiki/Lac_des_Toules,"[45.9210332, 7.198858299999999]",TRUE,"Lac des Toules is a reservoir in Valais, Switzerland, at Bourg-Saint-Pierre. Its surface area is 0.61 km2 (0.24 sq mi). It has a €2.2 million floating solar plant that was flown in by helicopter in 2019, and delivers 800 MWh/year.The dam Les Toules was completed in 1963.",reservoir,2.0 km (1.2 mi),,75 m (246 ft),"20.15 million cubic metres (16,340 acre⋅ft)",,,,,,,
142,Lac de Tseuzier,Valais,1777,82.96,TRUE,https://en.wikipedia.org///wiki/Lac_de_Tseuzier,"[46.3508905, 7.4301043]",TRUE,"Lac de Tseuzier is an artificial lake in the canton of Valais, Switzerland. It is located in the municipalities of Ayent and Icogne. The reservoir has a volume of 51 mio m³ and a surface area of 0.85 km2 (0.33 sq mi). It was formed by the dams of Zeuzier (156 m) and Proz-Riond (20 m) built in 1957.",reservoir,,,140 m (460 ft),"51 million cubic metres (41,000 acre⋅ft)",,,,,,,
154,Lac de Lovenex,Valais,1632,4.81,TRUE,https://en.wikipedia.org///wiki/Lac_de_Lovenex,"[46.3530796, 6.790415599999999]",FALSE,"Lac de Lovenex is a lake in the municipality of St-Gingolph, Valais, Switzerland. It is located an elevation of 1632 m below Mont Gardy. The lake's surface area is 4.7 hectares (12 acres).",,,,,,,,,,,,
168,Lac de Champex,Valais,1466,11.23,TRUE,https://en.wikipedia.org///wiki/Lac_de_Champex,"[46.0278595, 7.116504399999999]",TRUE,"Lac de Champex is a lake in Valais, Switzerland. Its surface area is 11 ha (27 acres). On the shores lies the village of Champex.",,,,,,,,,,,,
171,Lac de Derborence,Valais,1449,4.32,TRUE,https://en.wikipedia.org///wiki/Lac_de_Derborence,"[46.2793244, 7.2172313]",FALSE,"Lac de Derborence is a mountain lake in the municipality of Conthey, Valais, Switzerland, located near the hamlet of Derborence. It was formed after rockfalls on 24 September 1714 and 23 June 1749. In 1749, an estimated 50 million m3 of rocks blocked the course of the Derbonne river and led to the formation of the lake.",,,,,,,,,,,,
173,Stausee Gibidum,Valais,1436,20.45,TRUE,https://en.wikipedia.org///wiki/Stausee_Gibidum,"[46.3751732, 8.0032868]",TRUE,"Stausee Gibidum (Gibidum reservoir or ""Stausee Gebidem"") is a reservoir in the canton of Valais, Switzerland. Its surface area is 0.21 km², shared by the municipalities of Naters and Riederalp.The construction of Gebidem dam was started in 1964 and completed by 1967. The arch dam has an elevation of 122 m and a crest length of 327 m.",reservoir,,,104 m (341 ft),9.2×10^6 m3 (320×10^6 cu ft),,,,,,,
174,Etang de la Moubra,Valais,1425,5.08,TRUE,https://en.wikipedia.org///wiki/Etang_de_la_Moubra,"[46.3042723, 7.478260000000001]",TRUE,"Etang de la Moubra or Lac de la Moubra is a lake at Montana in the canton of Valais, Switzerland. Located at an elevation of 1424 m, its surface area is 5 ha.",artificial lake,,,,,,,,,,,
178,Lac de Taney,Valais,1408,15.8,TRUE,https://en.wikipedia.org///wiki/Lac_de_Taney,"[46.3460125, 6.8432074]",TRUE,"Lac de Taney (or Lac de Tanay) is a lake in Valais, Switzerland. Its surface area is 17 ha (42 acres).The lake can be reached from Vouvry via the locality of Miex and then crossing the Col de Tanay.To the northwest, the lake is dominated by Le Grammont and Les Jumelles.The lake is part of the Rhone drainage basin.The surrounding area is part of the Swiss Federal Inventory of Landscapes and Natural Monuments",,,,,,,,,,,,
181,Lac de Godey,Valais,1401,4.9,FALSE,,"[46.289380, 7.238165]",TRUE,,,,,,,,,,,,,
185,Stausee Ferden,Valais,1311,10.69,TRUE,https://en.wikipedia.org///wiki/Stausee_Ferden,"[46.387778, 7.757221999999999]",FALSE,"Stausee Ferden (""Ferden reservoir"") is a reservoir on the Lonza river at Ferden, Valais, Switzerland. Its surface area is 10.6 ha (26 acres).",reservoir,,,,"1.89 million cubic metres (1,530 acre⋅ft)",,,,,,,
190,Speichersee Mattsand,Valais,1230,4.41,FALSE,,"[46.145667, 7.790645]",FALSE,,,,,,,,,,,,,
218,Stellisee,Valais,2538,,FALSE,,"[46.01349769999999, 7.8006047]",TRUE,,,,,,,Zermatt,02.09.21,2538,"8,65",316,"13,3","9,53"
219,Grindjesee,Valais,2334,,FALSE,,"[46.0115108, 7.7913394]",TRUE,,,,,,,Zermatt,03.09.21,2334,"8,18",265,"12,8","8,65"
220,Grünsee,Valais,2303,,FALSE,,"[46.0056, 7.7857]",TRUE,,,,,,,Zermatt,04.09.21,2303,"8,93",315,"17,1","8,53"
221,Mossjesee,Valais,2139,,FALSE,,"[46.01045759531077, 7.779742209298814]",TRUE,,,,,,,Zermatt,05.09.21,2139,"8,08",295,13,"8,81"
222,Leisee,Valais,2232,,FALSE,,"[46.0150833, 7.772596599999999]",TRUE,,,,,,,Zermatt,06.09.21,2232,"9,25",250,"18,5","8,88"
223,Lac de Tracouet,Valais,2171,,FALSE,,"[46.159680, 7.283814]",TRUE,,,,,,,Nendaz,12.09.21,2171,"8,87","27,2","17,9","8,28"
224,Grundsee,Valais,1842,,FALSE,,"[46.818188, 8.227511999999999]",TRUE,,,,,,,Lötschental,17.09.21,1842,"7,3","125,6","5,6","9,33"
225,Guggisee,Valais,2007,,FALSE,,"[46.435364, 7.854890]",TRUE,,,,,,,Lötschental,18.09.21,2007,"7,3",20,16,"8,39"
226,Faflersee,Valais,1796,,FALSE,,"[46.818188, 8.227511999999999]",FALSE,,,,,,,Lötschental,19.09.21,1796,"9,1","56,7","18,4","9,7"
228,Spilsee,Valais,2401,,FALSE,,"[46.4572209, 8.168681099999999]",TRUE,,,,,,,Bellwald,02.10.21,2401,"8,21","19,4","11,5","9,46"
229,Mittelsee,Valais,2551,,FALSE,,"[46.460722, 8.165258]",TRUE,,,,,,,Bellwald,03.10.21,2551,"7,71","28,6","8,4","9,48"
230,Wirbulsee,Valais,2658,,FALSE,,"[46.463249, 8.160951]",TRUE,,,,,,,Bellwald,04.10.21,2658,"7,631",7,"9,6","8,29"
231,Lengsee,Valais,2707,,FALSE,,"[46.466131, 8.163720]",TRUE,,,,,,,Bellwald,05.10.21,2707,"6,85","3,1","9,15","8,75"
232,Small Lac des Vaux,Valais,2544,,FALSE,,"[46.105326, 7.268570]",FALSE,,,,,,,Verbier,09.10.21,2544,"8,29",48,"6,5","9,3"
233,"Vordersee ""Marjalen-Stausee""",Valais,2360,,FALSE,,"[46.4415857, 8.106052499999999]",FALSE,,,,,,,Aletsch,15.10.21,2360,"7,83","10,2","8,5","8,86"
234,Petit Aletsch 1 (PA1),Valais,2350,,FALSE,,,FALSE,,,,,,,Aletsch,16.10.21,2350,"7,67","64,3","6,8","9,99"
235,Petit Aletsch 2 (PA2),Valais,2350,,FALSE,,,FALSE,,,,,,,Aletsch,17.10.21,2350,"7,67","12,8","6,3","10,43"
236,Petit Aletsch 3 (PA3),Valais,2335,,FALSE,,,FALSE,,,,,,,Aletsch,18.10.21,2335,"8,21","60,4","4,9","11,07"
237,Marjelensee,Valais,2302,,FALSE,,"[46.4408333, 8.0919444]",FALSE,,,,,,,Aletsch,19.10.21,2302,"8,14","57,3","4,4","10,35"
227,Lac Bleu,Valais,2090,,FALSE,,"[46.050484, 7.480085399999999]",TRUE,,,,,,,Arolla,25.10.21,2090,"8,18",256,"3,7","10,98"
