lake_id,Lake,Canton,Elevation,Area,is_lake_link,link,latlng,with_geojson,description,lake_type,max_length,max_width,max_depth,water_volume,Region,Date,Altitude,pH,Conductivity,Temperature,O2
113,Lago Cadagno,Ticino,1921,26.28,TRUE,https://en.wikipedia.org///wiki/Lago_Cadagno,"[46.55037420000001, 8.7119234]",TRUE,"Lake Cadagno (Italian: Lago di Cadagno) is a meromictic lake in the Piora valley (canton of Ticino), Switzerland. As one of a few meromictic lakes in Europe, it is the object of numerous scientific studies. The Piora valley - located in the Saint-Gotthard Massif (central Swiss Alps) in the Southern part of Switzerland near Airolo at an altitude of 1921 m above sea level - is a landlocked alpine valley whose scientific value has been recognized for more than two centuries. In the past, the lake was used as a reservoir.Lake Cadagno is a rare example of crenogenic meromixis. Its waters show a permanent stratification due to a natural geological phenomenon. The lower abounds with dissolved mineral salts (sulphate, magnesium, calcium, carbonate) originating from sublacustrine springs, whereas the separate upper layer is permanently oxygenated. Anaerobic phototrophic bacteria – among them Chromatium okenii—thrive between the two layers where they find the ideal conditions for their development. Such an ecosystem provides a good opportunity to study the metabolisms connected with eutrophication on a stable model, as it is well known that one of the advanced stages of eutrophication is biogenic meromixis.For the last 25 years the area has been increasingly used for scientific purposes, both for teaching and researching various environmental subjects. In view of stimulating educational and scientific activities at a university level, the Alpine Biology Center (ABC) has been set up by the Canton of Ticino, in cooperation with the universities of Geneva and Zurich. For this purpose, two 16th century buildings of the Alpe Piora have been turned into a laboratory and lodgings. The Microbiology Institute of the canton of Ticino is responsible both for managing the center and coordinating its activities.Cyclobotryococcatriene, a botryococcene-related hydrocarbon, was isolated from and identified in organic-rich sediments in Lake Cadagno in 2000.Tonolla M, Storelli N, Danza F, Ravasi D, Peduzzi S, Posth NR, et al. Ecology of Meromictic Lakes - Lake Cadagno: Microbial Life in CrenogenicMeromixis. chapter 7; Vol. 228. 2017. Available from: https://link.springer.com/10.1007/978-3-319-49143-1","meromictic, reservoir","842 m (2,762 ft)","423 m (1,388 ft)",21 m (69 ft) (summer),"2,420,000 m3 (1,960 acre⋅ft) (summer)",,,,,,,
116,Lai da Sontga Maria,Graubünden/Ticino,1908,177.35,TRUE,https://en.wikipedia.org///wiki/Lai_da_Sontga_Maria,"[46.5766693, 8.7960617]",TRUE,"Lai da Sontga Maria (Italian: Lago di Santa Maria) is a lake, located north of the Lukmanier Pass in Switzerland. It lies almost entirely in the municipality of Medel (canton of Graubünden), a tiny fraction of the south-west part of the lake belonging to the municipalities of Quinto and Blenio (canton of Ticino). The reservoir has a surface area is 1.77 km2 (0.68 sq mi). The arch dam Santa Maria was completed in 1968. The main road of the Lukmanier Pass runs along the eastern shore of the lake.The lake lies at a height of 1,908 metres above sea level and is surrounded by mountains over 3,000 metres on both sides. The highest peak overlooking Lai da Sontga Maria is the Scopi (3,190 m), on the east side. On the west side are Piz Gannaretsch (3,040 m) and Piz Rondadura (3,016 m). On the south side (in Ticino), the lake is overlooked by Pizzo dell'Uomo (2,663 m). The lake is drained by the Rein da Medel, a tributary of the Anterior Rhine.In the lake, there is an anchor pylon of Lukmanier Powerline.",reservoir,,,86 m (282 ft),,,,,,,,
125,Lago d'Alzasca,Ticino,1855,10.77,TRUE,https://en.wikipedia.org///wiki/Lago_d%27Alzasca,"[46.26545170000001, 8.585900300000002]",TRUE,"Lago d'Alzasca is a lake in the canton of Ticino, Switzerland. Its surface area is 10 ha (25 acres).",,,,,,,,,,,,
127,Lago Tremorgio,Ticino,1851,39.84,TRUE,https://en.wikipedia.org///wiki/Lago_Tremorgio,"[46.4794564, 8.719898299999999]",TRUE,"Tremorgio Lake is a mountain lake above Rodi and Fiesso, in the municipality of Prato Leventina in the canton of Ticino, Switzerland. Its surface area is 39 ha (96 acres).The lake can be reached by aerial cable car from Rodi.",,,,57 m (187 ft),,,,,,,,
128,Lago Ritom,Ticino,1850,146.17,TRUE,https://en.wikipedia.org///wiki/Lago_Ritom,"[46.54040860000001, 8.690444]",TRUE,"Lago Ritom is a lake in the Piora valley, Ticino, Switzerland. The natural lake is used as a reservoir by the Swiss Federal Railways (SBB-CFF-FFS) to generate hydro-electric power for the Gotthard line. The first dam was built in 1918 and, in 1950, its height was increased by 23 m.The lake's surface area is 1.49 km² at an elevation of 1850 m. With Lake Cadagno and Lago di Tom, it is one of the main lakes in the Piora valley.Before being used as a reservoir, Lake Ritom was a meromictic lake similar to the nearby Lake Cadagno.The lake can be reached by funicular from Piotta 786 m below. The track with a length of 1,369 m has a maximum inclination of 87.8%, the highest in Europe after the Gelmerbahn funicular (106%).","reservoir, natural lake",,,69 m (226 ft),"48 million cubic metres (39,000 acre⋅ft)",,,,,,,
146,Lago di Chironico,Ticino,1763,15.38,TRUE,https://en.wikipedia.org///wiki/Lago_di_Chironico,"[46.396389, 8.799722]",FALSE,"Lago di Chironico (or simply Laghetto) is an Alpine lake located above Chironico, in the Swiss canton Ticino. The lake lies at a height of 1,763 metres. Its surface area is 15 ha (37 acres). ",,,,,,,,,,,,
148,Lago di Tomeo,Ticino,1692,6.04,FALSE,,"[46.36289379999999, 8.689722399999999]",FALSE,,,,,,,,,,,,,
158,Lago di Luzzone,Ticino,1606,140.14,TRUE,https://en.wikipedia.org///wiki/Lago_di_Luzzone,"[46.5685818, 8.977421900000001]",TRUE,"Lago di Luzzone is a reservoir in Ticino, Switzerland. The reservoir has a volume of 108 million m³ and a surface area of 1.27 km2 (0.49 sq mi). It is located in the upper Blenio valley, in the municipalities of Ghirone and Aquila.The reservoir lies at a height of 1,606 metres above sea level and is surrounded by peaks of over 3,000 metres. The highest is Piz Terri (3,149 m), on the north-east side of the lake, followed by the Plattenberg (3,041 m), on the east side. The Torrone di Nav (2,832 m) overlooks the lake from the south side, while Pizzo Pianca (2,377 m) overlooks the lake from the north side.The arch dam Luzzone was completed in 1963. In the years 1997–1998, its height was increased by 17 m. The dam is frequently used by the popular YouTube channel How Ridiculous to perform drop tests, and a Top Gear episode showed an occupied car doing a bungee jump.One wall of the dam currently features the world's highest artificial climbing wall. A German manufacturer of climbing holds installed a line of over 650 artificial holds and bolts. The course covers a vertical distance of 165 meters, going from the base of the dam to the top. The climb must be done as a sport climb, in multiple pitches. Furthermore, the lowest holds were placed several meters above the ground to deter casual visitors from climbing on them.",,,,181 m (594 ft),,,,,,,,
169,Lago del Sambuco,Ticino,1461,110.91,TRUE,https://en.wikipedia.org///wiki/Lago_del_Sambuco,"[46.4665048, 8.646331499999999]",TRUE,"Lago del Sambuco is a reservoir above Fusio, in the municipality of Lavizzara, Ticino, Switzerland. Its surface area is 1.11 km². The dam of Sambuco on the Maggia River was completed in 1956. Its maximum height is 130 m and length 363 m.",reservoir,3 km (1.9 mi),,124 m (407 ft),"775,000 m3 (628 acre⋅ft)",,,,,,,
194,Bacino di Airolo,Ticino,1130,4.78,FALSE,https://en.wikipedia.org///wiki/Bacino_di_Airolo,"[46.526278, 8.604381]",FALSE,,,,,,,,,,,,,
205,Bacino di Val Malvaglia,Ticino,990,17.3,TRUE,https://en.wikipedia.org///wiki/Bacino_di_Val_Malvaglia,"[46.4255731, 9.0266156]",FALSE,"Bacino di Val Malvaglia (or Lago di Malvaglia) is a lake above Malvaglia in the canton of Ticino, Switzerland. The reservoir's surface area is 0.19 km2. Its arch dam was built in 1959 and is operated by Officine Idroelettriche di Blenio SA (Ofible).",reservoir,,,,,,,,,,,
