lake_id,Lake,Canton,Elevation,Area,is_lake_link,link,latlng,with_geojson,description,lake_type,max_length,max_width,max_depth,water_volume,Region,Date,Altitude,pH,Conductivity,Temperature,O2
22,Lac des Vaux,Valais,2543,11.28,TRUE,https://en.wikipedia.org///wiki/Lac_des_Vaux,"[46.107933, 7.2719435]",TRUE,"Lac des Vaux is a lake above Verbier in the canton of Valais, Switzerland. The lake is located in the municipality of Riddes.Owing to its high altitude and its main source coming from melted snow, the lake remains cold throughout most of the year. The lake usually starts to freeze early October and only starts melting late May. July and August is when the lake reaches its warmest temperature of about 10 °C to 12 °C, this is when most people swim. Swimming is still possible until early October, however, a wet suit is recommended as the water temperature is only about 5 °C.",,,,,,Verbier,08.10.21,2545,"7,85","31,5",10,"9,13"
23,Lej Alv,Graubünden,2543,5.23,FALSE,,"[46.3884834, 9.8035462]",TRUE,,,,,,,,,,,,,
24,Jöriseen (east lake),Graubünden,2519,5.69,TRUE,https://en.wikipedia.org///wiki/J%C3%B6riseen,"[46.776373, 9.977270]",FALSE,"The Jöriseen are a group of Alpine lakes located west of the Jörifless Pass and north of the Flüela Wisshorn, in the Swiss canton of Graubünden. The largest lake has an area of 0.095 km² and is located at 2,489 metres above sea level. They are located in the municipality of Klosters.",,,,,,,,,,,,
25,Lai Ghiacciato,Graubünden,2508,4.02,FALSE,,"[46.4940344, 9.373234499999999]",FALSE,,,,,,,,,,,,,
26,Lai da Ravais-ch,Graubünden,2505,9.12,TRUE,https://en.wikipedia.org///wiki/Lai_da_Ravais-ch,"[46.68024, 9.868726299999999]",FALSE,"The Lai da Ravais-ch is an Alpine lake located south of the Sertig Pass and west of the Sella da Ravais-ch, in the Swiss canton of Graubünden. The lake has an area of 0.093 km² and is located at 2,505 metres above sea level. It is located in the municipality of Bergün.The lake is also named Lai da Ravais-ch Suot to distinguish it from a smaller lake located east of the Sella da Ravais-ch and named Lai da Ravais-ch Sur.",,,,,,,,,,,,
27,Jöriseen (main lake),Graubünden,2489,9.36,TRUE,https://en.wikipedia.org///wiki/J%C3%B6riseen,"[46.778474, 9.967990]",FALSE,"The Jöriseen are a group of Alpine lakes located west of the Jörifless Pass and north of the Flüela Wisshorn, in the Swiss canton of Graubünden. The largest lake has an area of 0.095 km² and is located at 2,489 metres above sea level. They are located in the municipality of Klosters.",,,,,,,,,,,,
28,Lägh dal Lunghin,Graubünden,2484,5.16,TRUE,https://en.wikipedia.org///wiki/L%C3%A4gh_dal_Lunghin,"[46.4171372, 9.6742224]",TRUE,"Lägh dal Lunghin (German: Lunghinsee) is a lake at an elevation of 2484 m, below the peak of Piz Lunghin, in the Graubünden, Switzerland. It is considered the source of the Inn River.",,,,,,,,,,,,
29,Schottensee,St. Gallen,2469,6.15,FALSE,,"[46.97620860000001, 9.3927518]",TRUE,,,,,,,,,,,,,
30,Lägh da la Duana,Graubünden,2466,5.86,FALSE,,"[46.38632570000001, 9.587523700000002]",FALSE,,,,,,,,,,,,,
31,Bortelseewji,Valais,2464,13.65,TRUE,https://en.wikipedia.org///wiki/Bortelsee,"[46.287755, 8.108165]",TRUE,"Bortelsee is a reservoir in the municipality of Brig in the canton of Valais, Switzerland. Its dam was built in 1989.",reservoir,,,,"3.66 million cubic metres (2,970 acre⋅ft)",,,,,,,
32,Lac des Audannes,Valais,2453,8.45,TRUE,https://en.wikipedia.org///wiki/Lac_des_Audannes,"[46.3442575, 7.388370199999999]",TRUE,"Lac des Audannes is a lake in the Canton of Valais, Switzerland.",,,,,,,,,,,,
33,Hüenersee,Graubünden,2453,4.14,FALSE,,"[46.8940827, 9.9901908]",TRUE,,,,,,,,,,,,,
34,Lago Scuro,Ticino,2451,7.42,FALSE,,"[46.5630257, 8.6971908]",TRUE,,,,,,,,,,,,,
35,Muttsee,Glarus,2446,41.02,TRUE,https://en.wikipedia.org///wiki/Muttsee,"[46.8642868, 9.0261338]",TRUE,"Muttsee is a reservoir in the Canton of Glarus, Switzerland. Its surface area is 42 ha (100 acres). It is used to supply water for the hydroelectric Linth–Limmern Power Stations.","natural, reservoir",,,,,,,,,,,
36,Laghi d'Orsirora (main lake),Ticino,2444,4.29,FALSE,,"[46.5737262, 8.5275984]",FALSE,,,,,,,,,,,,,
37,Geisspfadsee,Valais,2439,11.48,TRUE,https://en.wikipedia.org///wiki/Geisspfadsee,"[46.3491395, 8.2535822]",TRUE,"Geisspfadsee is a lake in Valais, Switzerland. Its surface area is 18 ha (44 acres). The lake is located in the municipality of Binn, at an elevation of 2439 m. It drains into Züesee (2420 m). The nearby border to Italy can be crossed at two mountain passes: Geisspfadpass (Passo della Rossa) and Grampielpass (Passo di Crampiolo). The name 'geisspfad' means, only goat may pass. A 'geiss' is a female goat in local mother tongue. Smugglers used this pass in recent times too, but it was never accessible with horses or donkeys for payloads.",,,,,,,,,,,,
38,Wildsee,St. Gallen,2438,6.87,FALSE,https://en.wikipedia.org///wiki/Pizolseen,"[46.970158, 9.394808]",TRUE,,,,,,,,,,,,,
39,Lai Blau,Graubünden,2409,5.5,FALSE,,"[46.59242949999999, 8.7766858]",TRUE,,,,,,,,,,,,,
40,Tälliseeli,Bern,2405,6.33,FALSE,,"[46.4324514, 7.598123999999999]",FALSE,,,,,,,,,,,,,
41,Lai da Rims,Graubünden,2396,14.28,TRUE,https://en.wikipedia.org///wiki/Lai_da_Rims,"[46.5650967, 10.3882219]",TRUE,"Lai da Rims is a lake in Val Müstair, Grisons, Switzerland. The surface area of 17 ha (42 acres) has an elevation of 2396 m. It is the largest lake in the Rom basin, which makes it also the largest lake in the Swiss portion of the Adige basin.It is not to be confused with Lais da Rims, a set of tarn lakes in the Sesvenna Range near S-charl.",,,,,,,,,,,,
42,Lago Sfundau,Ticino,2392,13.73,TRUE,https://en.wikipedia.org///wiki/Lago_Sfundau,"[46.46219019999999, 8.524120700000001]",TRUE,"Lago Sfundau is a lake in Ticino, Switzerland. Its surface area is 12.9 ha (32 acres).","natural, reservoir",,,,,,,,,,,
43,Lago Barone,Ticino,2391,6.87,FALSE,https://en.wikipedia.org///wiki/Lago_Barone,"[46.4025586, 8.751915799999999]",TRUE,,,,,,,,,,,,,
44,Leg Grevalsalvas,Graubünden,2390,7.34,FALSE,,"[46.45663649999999, 9.7157252]",FALSE,,,,,,,,,,,,,
45,Lago Nero,Ticino,2387,13.34,TRUE,https://en.wikipedia.org///wiki/Lago_Nero_(Ticino),"[46.4489438, 8.5393738]",TRUE,"Lago Nero is a lake in the canton of Ticino, Switzerland. Its surface area is 14 ha (35 acres).",,,,,,,,,,,,
46,Griessee,Valais,2386,63.69,TRUE,https://en.wikipedia.org///wiki/Griessee,"[46.4572961, 8.3697839]",TRUE,"Griessee is a lake in Valais, Switzerland. The reservoir is located in the municipality of Ulrichen and can be reached by road from Nufenen Pass. The lake is fed by the Gries Glacier. Its surface area is 55.5 ha (137 acres).The gravity dam Gries was built in 1965.",reservoir,0.9 km (0.56 mi),,66 m (217 ft),"18.6 million cubic metres (15,100 acre⋅ft)",,,,,,,
47,Lai da la Scotta,Graubünden,2376,8.25,FALSE,https://en.wikipedia.org///wiki/Lai_da_la_Scotta,"[46.749564, 9.945887]",TRUE,,,,,,,,,,,,,
48,Lac des Dix,Valais,2365,399.93,TRUE,https://en.wikipedia.org///wiki/Lac_des_Dix,"[46.0575281, 7.393904699999998]",TRUE,"The Grande Dixence Dam is a concrete gravity dam on the Dixence at the head of the Val d'Hérémence in the canton of Valais in Switzerland. At 285 m (935 ft) high, it is the tallest gravity dam in the world, fifth tallest dam overall, and the tallest dam in Europe. It is part of the Cleuson-Dixence Complex. With the primary purpose of hydroelectric power generation, the dam fuels four power stations, totaling the installed capacity to 2,069 MW, generating approximately 2,000 GWh annually, enough to power 400,000 Swiss households.The dam withholds Lac des Dix (Lake Dix), its reservoir. With a surface area of 4 km², it is the second largest lake in Valais and the largest lake above 2,000 m in the Alps. The reservoir receives its water from four different pumping stations; the Z’Mutt, Stafel, Ferpècle and Arolla. At peak capacity, it contains approximately 400,000,000 m3 (1.4×1010 cu ft) of water, with depths reaching up to 284 m (932 ft). Construction on the dam began in 1950 and was completed in 1961, before officially commissioning in 1965.In 1922, Energie Ouest Suisse (EOS) became established with a few small power stations. To generate substantial amounts of electricity, EOS looked to the Valais canton which contains 56% of Switzerland's glaciers and stores the largest amount of water in Europe. In 1927, EOS acquired the license for the upper Dixence basin. In 1929, 1,200 workers constructed the first Dixence dam which would be complete in 1935. The first dam would supply water to the Chandoline Power Station which has a capacity of 120 MW.After the Second World War, growing industries needed electricity and construction on the Cleuson Dam began in 1947 and was completed in 1951. The original Dixence dam was submerged by the filling of Lac des Dix beginning in 1957, it can still be seen when the reservoir level is low.Plans for the Super Dixence Dam were now being finalized by the recently founded company, Grande Dixence SA. Construction on the Super Dixence Dam soon began later in 1950. By 1961, 3,000 workers had finished pouring 6,000,000 m3 (210,000,000 cu ft) of concrete, completing the dam. At 285 m, it was the world's tallest dam at the time, but it was surpassed by the Nurek Dam of Tajikistan in 1972 (300 m). It remains the world's tallest gravity dam.In the 1980s, Grande Dixence SA and EOS began the Cleuson-Dixence project which improved the quality of electricity produced by building new tunnels along with the Bieudron Power Station. By the time the Cleuson-Dixence Complex was complete, the power generated had more than doubled.The construction of the dam was documented in the short film Opération béton, the first film directed by Jean-Luc Godard.The Grande Dixence Dam is a 285 m (935 ft) high, 700 m (2,297 ft) long concrete gravity dam. The dam is 200 m (656 ft) wide at its base and 15 m (49 ft) wide at its crest. The dam's crest reaches an altitude of 2,365 m (7,759 ft). The dam structure contains approximately 6,000,000 m3 (211,888,000 cu ft) of concrete. To secure the dam to the surrounding foundation, a grout curtain surrounds the dam, reaching a depth of 200 m (656 ft) and extending 100 m (328 ft) on each side of the valley.Although the dam is situated on the relatively small Dixence, water supplied from other rivers and streams is pumped by the Z’Mutt, Stafel, Ferpècle and Arolla pumping stations. The pumping stations transport the water through 100 km (62 mi) of tunnels into its reservoir, Lac des Dix. Water from the 87 m (285 ft) high Cleuson Dam, located 7 km (4 mi) to the northwest, is also transported from its reservoir, the Lac de Cleuson. Three penstocks transport water from Lac des Dix to the Chandoline, Fionnay, Nendaz and Bieudron power stations, before being discharged into the Rhône below. All the pumping stations, power stations and dams form the Cleuson-Dixence Complex. Although the complex operates with water being pumped from one reservoir to another, it does not technically qualify as a pumped-storage scheme.Most of the water comes from glaciers when they melt during the summer. The lake is usually at full capacity by late September, and empties during the winter, eventually reaching its lowest point around April.The Chandoline Power Station was the power station for the original Dixence Dam. The Grande Dixence Dam submerged the original dam but the power station still operates with water received from the reservoir of the Grande Dixence Dam, Lac des Dix. The power station is the smallest of the four, producing 120 MW from five Pelton turbines with a gross head of 1,748 m (5,735 ft).The Fionnay Power Station receives water from the Grande Dixence Dam by a 9 km (6 mi) long tunnel with an average gradient of 10%. Once the tunnel reaches a surge chamber at Louvie in Bagnes, it turns into a penstock which descends at a gradient of 73% for 800 m (2,625 ft) until it reaches the power station. The water, now flowing at a maximum rate of 45 m3/s (1,589 cu ft/s) spins six Pelton turbines, generating a combined maximum capacity of 290 MW.After arriving at the Fionnay Power Station from the Grande Dixence Dam, water then travels through a 16 km (10 mi) pressure tunnel which eventually leads into the Péroua surge chamber, 1,000 m (3,281 ft) above the Nendaz Power Station. The water, which remains at a maximum rate of 45 m3/s (1,589 cu ft/s) spins six Pelton turbines, generating a combined maximum capacity of 390 MW.The Nendaz power station is located within mountains between Aproz and Riddes and is the second-largest hydroelectric power station in Switzerland after the Bieudron Power Station.The water travels down a long penstock from the Grande Dixence Dam before reaching the Bieudron Power Station 1,883 m (6,178 ft) down. The water spins three pelton turbines, generating a combined capacity of 1,269 MW. The power station was constructed after the Nendaz and Fionnay power stations. The power station was built by both Grande Dixence SA and Energie Ouest Suisse between 1993 and 1998 at a cost of US$1.2 billion.The Bieudron Power Station alone holds three world records, for the height of its head (1,883 m (6,178 ft)), the output of each Pelton turbine (3 × 423 MW) and the output per pole of the generators (35.7 MVA). It was taken out of service in December 2000 after the rupture of a penstock. The power station became partially operational in December 2009 and fully operational in 2010.",Gravity dam,,,,,,,,,,,
49,Triebtenseewli,Bern,2365,9.66,TRUE,https://en.wikipedia.org///wiki/Triebtenseewli,"[46.5527672, 8.2981783]",TRUE,"Triebtenseewli is a lake near Grimsel Pass in the Canton of Berne, Switzerland. Its surface area is 10 ha.",,,,24 m (79 ft),,,,,,,,
50,Laghi Chiera (main lake),Ticino,2361,9.55,FALSE,,"[46.5208172, 8.7612692]",FALSE,,,,,,,,,,,,,
51,Oberer Märetschisee,Valais,2361,4.24,FALSE,,"[46.255252, 7.650198]",TRUE,,,,,,,,,,,,,
52,Illsee,Valais,2360,20.89,TRUE,https://en.wikipedia.org///wiki/Illsee,"[46.2574901, 7.631272]",TRUE,"Illsee is a natural lake used as a reservoir above Sierre, in the Valais, Switzerland. Its surface area is 0.21 km2 (0.081 sq mi).","natural lake, reservoir",0.2 km (0.12 mi),,64 m (210 ft),"6.6 million cubic metres (5,400 acre⋅ft)",,,,,,,
53,Märjelen-Stausee,Valais,2360,6.32,TRUE,https://en.wikipedia.org///wiki/M%C3%A4rjelen-Stausee,"[46.4408333, 8.0919444]",TRUE,"The Vordersee (also named Märjelen-Stausee) is a reservoir located east of the Aletsch Glacier, between the Strahlhorn and the Eggishorn, in the Swiss canton of Valais. The lake has a surface area of 0.062 km² and is located at 2,360 metres above sea level. It is located in the municipality of Fieschertal.",,,,,,,,,,,,
54,Lago dello Stabbio,Ticino,2351,8.36,FALSE,,"[46.5603481, 8.7123787]",TRUE,,,,,,,,,,,,,
55,Gross See,Uri,2337,4.3,FALSE,,"[46.697742, 8.550208]",TRUE,,,,,,,,,,,,,
56,Gruebenseeli,Bern,2334,8.26,FALSE,,"[46.603936, 8.265267]",TRUE,,,,,,,,,,,,,
57,Lagh da Caralin,Graubünden,2322,8.2,FALSE,https://en.wikipedia.org///wiki/Vadret_da_Pal%C3%BC,"[46.369357, 9.997202]",TRUE,,,,,,,,,,,,,
58,Lago del Narèt,Ticino,2310,73.16,TRUE,https://en.wikipedia.org///wiki/Lago_del_Nar%C3%A8t,"[46.4780556, 8.5686111]",FALSE,"Lago del Narèt is a lake in Val Sambuco, Ticino, Switzerland. Its surface area is 86 ha (210 acres). It is located in the municipality of Lavizzara. The closest village is Fusio.","natural lake, reservoir",,,104 m (341 ft),"31.6 million cubic metres (25,600 acre⋅ft)",,,,,,,
59,Lago dei Cavagnöö,Ticino,2310,47.64,TRUE,https://en.wikipedia.org///wiki/Lago_dei_Cavagn%C3%B6%C3%B6,"[46.4547708, 8.5019302]",TRUE,"Lago dei Cavagnöö is a lake in the municipality of Bignasco, Ticino, Switzerland. Its surface area is 0.46 km2 (0.18 sq mi).The arch dam Cavagnoli has a height 111 m. It was completed in 1968.",reservoir,0.9 km (0.56 mi),,100 m (330 ft),"29 million cubic metres (24,000 acre⋅ft)",,,,,,,
60,Unterer Märetschisee,Valais,2307,4.33,FALSE,,"[46.257853, 7.654527]",TRUE,,,,,,,,,,,,,
61,Oberaarsee,Bern,2303,162.69,TRUE,https://en.wikipedia.org///wiki/Oberaarsee,"[46.5431849, 8.2563826]",TRUE,"Oberaarsee is a hydroelectric reservoir in the Grimsel area, part of the municipality of Guttannen,  Switzerland. Its surface area is 1.47 km2 (0.57 sq mi). The Oberaar dam was completed in 1953, and is operated by Kraftwerke Oberhasli. It is drained by the Oberaarbach, which flows into the Grimselsee.The Oberaar glacier is located west of the lake.",reservoir,2.8 km (1.7 mi),,90 m (300 ft),,,,,,,,
62,Lago di Dentro,Ticino,2298,6.47,FALSE,,"[46.550581, 8.736932699999999]",TRUE,,,,,,,,,,,,,
63,Lämmerensee,Valais,2296,6.74,TRUE,https://en.wikipedia.org///wiki/L%C3%A4mmerensee,"[46.4017902, 7.5870396]",TRUE,"Lämmerensee is a lake on Lämmerenalp in the municipality of Leukerbad in the canton of Valais, Switzerland. Its surface area is 6.7 ha. At an elevation of 2296 m, it is located below Lämmerengrat.",artificial lake,,,,,,,,,,,
64,Albulasee,Graubünden,2294,4.2,FALSE,https://en.wikipedia.org///wiki/Albulasee,"[46.5842696, 9.8486724]",TRUE,,,,,,,,,,,,,
65,Lago d'Orsino,Ticino,2286,4.41,FALSE,,"[46.5758768, 8.539380399999999]",TRUE,,,,,,,,,,,,,
66,Ober Surettasee,Graubünden,2266,5.49,FALSE,,"[46.5374097, 9.3530947]",TRUE,,,,,,,,,,,,,
67,Bachalpsee,Bern,2265,8.03,TRUE,https://en.wikipedia.org///wiki/Bachalpsee,"[46.669466, 8.021124]",FALSE,"Bachalpsee or Bachsee is a lake with an area of 8.06 ha (19.9 acres) close to the First (which can be reached with a cable car) above Grindelwald in the Bernese Oberland, Switzerland. The lake, located at an elevation of 2,265 m (7,431 ft), is split by a natural dam, the smaller part of the lake being 6 m (20 ft) lower.The lake is featured in Gmail as part of its mountain theme background (as of 2013).",,,,14.8 m (49 ft),,,,,,,,
68,Lago di Morghirolo,Ticino,2264,12.16,TRUE,https://en.wikipedia.org///wiki/Lago_di_Morghirolo,"[46.4512632, 8.716439]",TRUE,"Lago di Morghirolo is a lake in Ticino, Switzerland. Its surface area is 12.1636 ha (30.057 acres).The lake can be reached by foot from Dalpe or Polpiano.",,,,,,,,,,,,
69,Lago della Sella,Ticino,2256,45.08,TRUE,https://en.wikipedia.org///wiki/Lago_della_Sella,"[46.5642186, 8.599699900000001]",FALSE,"Lago della Sella is a reservoir near St. Gotthard Pass in the canton of Ticino, Switzerland. The gravity dam with a height of 36 m was completed in 1947.The dam was planned and built under control of the Swiss engineer Fritz Gigax.","natural lake, reservoir",,,30 m (98 ft),,,,,,,,
70,Lac de Moiry,Valais,2249,130.96,TRUE,https://en.wikipedia.org///wiki/Lac_de_Moiry,"[46.1275421, 7.5699112]",TRUE,"Lac de Moiry is a reservoir in the municipality of Grimentz, Switzerland. The lake has a surface area of 1.40 km² and an elevation of 2,249 m. The maximum depth is 120 m.The dam is 148 m high and was completed in 1958.",,,,120 m (390 ft),"78 million cubic metres (63,000 acre⋅ft)",,,,,,,
71,Lago Bianco,Graubünden,2234,143.19,TRUE,https://en.wikipedia.org///wiki/Lago_Bianco,"[46.4045314, 10.0203961]",TRUE,"Lago Bianco (literally ""White Lake"") is a reservoir at the Bernina pass in the Swiss canton of Graubünden. It has an elevation of 2,234 m (7,329 ft), a length of 2.85 km (1.77 mi), a surface area of 1.50 km2 (0.58 sq mi) and a maximum depth of 53 m (174 ft). Once the site of two smaller lakes (Lago Bianco and Lago della Scala), the current reservoir was formed by the constructions of two dams (Scala and Arlas) at its southern and northern ends. The current lake drains to the south, as did both its precursor lakes, with its water eventually reaching the Mediterranean via the rivers Poschiavino, Adda and Po. By contrast, Lej Nair, just below the northern dam. drains north into the Black Sea via the rivers Inn and Danube.The summit of the Bernina railway line, which is the highest mountain crossing railway in Europe, runs alongside the eastern side of the lake, with the Ospizio Bernina station at roughly the mid-point. The road across the Bernina pass (Hauptstrasse 29) follows a higher route on the same side of the lake. Most of the lake lies within the municipality of Poschiavo, although the most northerly section and the northern dam lie within the municipality of Pontresina.The Lago Bianco reservoir was created between 1910 and 1911 in order to provide a constant supply of water to a series of hydro-electric power plants in the Val Poschiavo. It has a maximum volume of 18.6 million cubic metres (15,100 acre⋅ft). Initially water was discharged into natural watercourses as far as a power station intake at Cavaglia that fed the Robbia power station  at San Carlo. However, in 1927 two power stations were built between the lake and Cavaglia. The highest of these, the Palü power station  at Lago Palü, is now fed by a pipeline from the southern end of the reservoir.There are current proposals to construct a pumped storage scheme based on Lago Bianco and the Lago di Poschiavo some 1,270 metres (4,170 ft) below.  This would involve creating a 18.1 kilometres (11.2 mi) long tunnel high along the western side of the Val di Poschiavo, followed by 2.4 kilometres (1.5 mi) long shaft to an underground power plant on the banks of the Lago di Poschiavo. This would have a total installed capacity of 1000 MW and would consume electricity to pump water to the higher level at times of low demand and release water to generate electricity in times of high demand. The scheme would involve raising the dams at either end of Lago Bianco by 4.35 metres (14.3 ft). The proposals have received formal consent from the cantonal authorities, but as of 2016 are not believed to be financially viable.The shoreline of the lakeView of Lago Bianco from the Diavolezza cable carNorth (Arlas) damSouth (Scala) damThe Bernina line alongside the lake",reservoir,,,53 m (174 ft),"18.6 million cubic metres (15,100 acre⋅ft)",,,,,,,
72,Lej Nair,Graubünden,2223,8.72,TRUE,https://en.wikipedia.org///wiki/Lej_Nair_(Bernina),"[46.4706966, 9.818560699999999]",TRUE,"Lej Nair (literally ""black lake"" in Romansh) is a small lake on Bernina Pass in the canton of Grisons, Switzerland. It is located near the summit of the pass, between Lago Bianco (""white lake"") and Lej Pitschen (""small lake""). While Lago Bianco drains to the Adriatic Sea, Lej Nair and Lej Pitschen are part of the basin of the Inn River draining into the Black Sea.",,,,,,,,,,,,
73,Lac de Louvie,Valais,2214,11.39,TRUE,https://en.wikipedia.org///wiki/Lac_de_Louvie,"[46.0492676, 7.3082785]",TRUE,"Lac de Louvie is a lake above Fionnay in the canton of Valais, Switzerland.The Lac de Louvie is paradise for all nature lovers such as trail runners and hikers. It is Situated at 2,213 metres above sea level and it’s a 2 hour walk from Fionnay.",,,,,,,,,,,,
74,Daubensee,Valais,2205,63.83,TRUE,https://en.wikipedia.org///wiki/Daubensee,"[46.4111848, 7.618825600000001]",TRUE,"Daubensee is a lake at Gemmi Pass in Valais, Switzerland. It is the site of the annual Shepherd Festival held on the last Sunday in July. It has a surface area of 69 ha (170 acres).",,,,,,,,,,,,
75,Lac du Vieux Emosson,Valais,2205,54.56,TRUE,https://en.wikipedia.org///wiki/Lac_du_Vieux_Emosson,"[46.0622754, 6.8908267]",TRUE,"Lac du Vieux Émosson is a reservoir in Valais, Switzerland, in the municipality of Finhaut at an elevation of 2205 m. The lake drains into the reservoir Lac d'Émosson, 300 m below.The arch dam Vieux Émosson was completed in 1955. Efforts to raise the dam 20 m (66 ft) began in 2013 and should be completed in the 2015. It will form the upper reservoir for the 900 MW Nant de Drance Hydropower Plant which is expected to be operational beginning in 2018.",,1.5 km (0.93 mi),,42 m (138 ft),"13.8 million cubic metres (11,200 acre⋅ft)",,,,,,,
76,Mattmarksee,Valais,2197,174.14,TRUE,https://en.wikipedia.org///wiki/Mattmarksee,"[46.0359813, 7.9605751]",FALSE,"Mattmark dam is a reservoir in the Saas Valley of the Canton of Valais, Switzerland. The Mattmark dam was built from 1960–1965. The lake's surface area is 1.76 km2 (0.68 sq mi).The lake lies at a height of 2,197 metres above sea level, between the massifs of the Rimpfischhorn and Stellihorn. The highest peak visible from the lake is the Strahlhorn (4,190 m).",reservoir,3.2 km (2.0 mi),,93 m (305 ft),"10.5 million cubic metres (8,500 acre⋅ft)",,,,,,,
77,Laghetti d'Antabia (main lake),Ticino,2189,7.93,FALSE,,"[46.38593830000001, 8.4924141]",FALSE,,,,,,,,,,,,,
78,Lac de Cleuson,Valais,2186,47.89,TRUE,https://en.wikipedia.org///wiki/Lac_de_Cleuson,"[46.1070335, 7.323273700000001]",TRUE,"Lac de Cleuson is a reservoir in the municipality of Nendaz, Valais, Switzerland. Its surface area is 0.51 km2 (0.20 sq mi). Water from the reservoir is often pumped into the Grande Dixence Dam's reservoir, Lac des Dix, for use in hydroelectricity production.",reservoir,1.4 km (0.87 mi),,76 m (249 ft),"20 million cubic metres (16,000 acre⋅ft)",,,,,,,
